rating,text,helpful_vote,verified_purchase,timestamp,user_id,asin,review_length
5.0,"I needed a small high quality portable monitor that I could use with my teleprompter.  This monitor is high quality, bright and light. A perfect fit for my use.<br /><br />I am also using it as a secondary monitor of my Chromebook. Works great for this as well.",0,True,1600527220302,AFN4VR6U23OQKDCNPWCNTEJOK4XA,B089MBL47Z,48
5.0,"I like that you can change the color you want to use, that you can turn on and off the keyboard and bend it any which way you want! I am getting more!!!",0,True,1596044922130,AEXSLSUUTYLSYSRCS6Y7XDB6JXRA,B07YY22HZ5,33
4.0,Not bad,0,True,1624640576054,AGE7CS2YWDZRC4IU4R3KHUEG3RJQ,B087FRWK8B,2
5.0,I use these with my iPhone 7. The sound is great for all types of music. Nice to not have to use the lighting adapter. They fit very similar to the ones that came with my phone.,0,False,1539537454599,AFJBKPK5W56XWSNPQU2WW66ISWYQ,B07FNNWMJS,37
5.0,GOOD,0,True,1501183682376,AFU6RT4UPFKAI7BFBTLUSYDWML2A,B002OOWB3O,1
5.0,The device is very sensitive but not annoying.  Alexa's different trivia games are nice and the ability to sync smart devices are convenient.  App rewind was also a welcome addition to the product and volume control.,0,True,1573610892039,AFE7OXQ2GPXOICDFCLDEOW55SKLA,B07KGVB6D6,36
5.0,"I purchased two of these, one for my brother and one for myself for an upcoming trip that we are going on. Some of the sites we are seeing are low light and we are unable to use flash. A friend recommended this camera after I seen pictures she took of low light situations. So far it works great. I can't wait to see that it does while on vacation.",14,True,1396489811000,AH66FSBWTQC75KM2DSTCHNKVQTGQ,B00I58LXVY,70
3.0,"We're still getting to know each other. I can't get schedule reminders, or Bluetooth syncs. What's funny is if the tv is on and &#34;she&#34; hears her name &#34;she&#34; perks up. Don't let an Alexa commercial come on... too funny.",0,True,1485156484000,AGGZAFJX4MPXGAZUE33IAHAVIYKA,B015TJD0Y4,40
3.0,Arrived as described,0,True,1611322184513,AGVLLL3Z55OFM5JTJJWFJFQXPUGQ,B07TS32GFV,3
5.0,"This is a good power strip.  It fits in a small case for travel, it has a good number of ports, and the USB ports charge at a medium speed (not slow like many of these offer).  I'm happy with it!",0,False,1654283926112,AGZZXSMMS4WRHHJRBUJZI4FZDHKQ,B09WCL9HRK,41
5.0,"Things that wouldn't work with my old switch work like a charm here.  This thing must use extremely low power.<br /><br />One ""feature"" that's annoying is that it automatically switches away if one source is turned off, even if the other source is also off or not even plugged in.  So if you reboot your machine, you are suddenly connected to nothing.",0,True,1582338442610,AGYPJI2W4ZRQIEJSAIQCVRG7KIRA,B07S7YNN3S,62
1.0,Would not pass through my PS4 Pro in 4k nor my Xbox One S in 4k. I know it wasn't a user error because I bought the same type of item (but more expensive) hoping I could use this one and return the other. But this didn't work at all where as the more expensive one worked like a champ. This is the other one I bought: https://smile.amazon.com/gp/product/B07P8LCMKF/ref=ppx_yo_dt_b_search_asin_title?ie=UTF8&psc=1,4,True,1586475796166,AFATX7HGRS6BAZPFWLV5CLYWH52A,B06WV5YJ6H,68
5.0,perpect fish locator and love the way it works.,0,True,1530209637008,AECOTDTCA55YU5ATRR42BD7MFQ6Q,B016QVXTNQ,9
5.0,"These are great for those little things that take odd batteries.  I always keeps a huge stock of AAA, AA, C and Ds - but there are always those few things that need this size.  Oh, and the coin batteries.  In any case, these are great and hard to find locally for me.",0,True,1652369729982,AFZUK3MTBIBEDQOPAK3OATUOUKLA,B00BC3HTE4,53
5.0,"We hooked it up to our TV for a Seahawk’s football party, and it was proclaimed “the bomb”!  For ears younger than mine, it was proclaimed a super-great football experience.  We certainly didn’t miss a thing, and those Seahawks fans, known for their extraordinary decibels, came through very loud and clear.  For the older set, we could sit in the next room and not miss a thing!  This definitely is an enhancement for music - made a Bruno Mars concert sound like it was in our living room.  My family loves the concert quality.",0,False,1512249294868,AG5FGCIM6PBJX3JNDRKQMITZTIMA,B074XLN4GS,94
5.0,These bands are beautiful and fit great. I do wish they were a bit longer but they still fit nicely and look great too.,0,False,1664654584023,AGVXN42IKSKKBNVFGKCMKIZEBNSQ,B0B3Y3V5ZJ,24
5.0,"This bag is a total success. So far, it’s held up well for the past two months and they chose the lightest color which is totally a parent’s hopes and dreams for a bag that gets thrown on the floor every day 🤣 That being said, if the bag makes the six month mark without the straps coming too loose, will purchase a replacement. At the very top of the backpack, threads are beginning to show they are separating and I do not identify as a seamstress.",0,True,1663855336313,AEUUI2LGGKK4MCDYZ2RM3Z5JYYWA,B09S67BMMN,87
5.0,"This tower strip is very versatile. I think the only thing that beats it in versatility are the power strips with pivoting outlets. You can use the lower base by itself, and you can plug the top base directly into a wall outlet too. The only thing they could have improved was perhaps more usb outlets because this thing is huge, and for it to only fit 2 usb outlets is puzzling. I put a coke can to show you how big it is. In any case, it needs to be big so power adapters don't get in each other's way. 5 star item!",0,False,1598856348739,AHR6RGZTLOMBD7EBF3OK43JWMGNQ,B089PRBZWM,104
5.0,"I ordered the 43 Inch/110 Centimeter Light Reflector. It comes in it's own little zippered bag. The fabric appears to mostly be nylon, so it should wash easily with a damp cloth. The stitching is solid. I didn't know what to expect, but the Light Reflectors are exactly as pictured. My only little gripe is I had to refer to the listing to remember how to fold it to fit back into the pouch. Once you remove it, you have a large disk, silver on one side, black on the other. This has another zipper on the side. Inside the reflector's zipper is a diffuser which you will need to remove from the larger pouch to use. This is where the mounting tab is located. You will need the mounted clip that is available as part of the kit, or you may purchase it separately.  That's not all. The large, outer pouch is reversible, so you then reverse the large pouch and you have a gold reflector one one side or a solid white on the opposite side. This is how you have black, white, gold, silver and a diffuser all in one. The diffuser has it's own tap to clip on your tripod, which pokes through from a button hole to mount the entire piece. You will need to make sure it's pulled through if you remove the outer layer of the reflector.<br /><br />This is a good purchase for the value. I'm a hobbyist, and sometimes take photos of my projects. My problem comes from being a night-shift worker. I live and work at night. I must make my own lighting setup if I want to photograph anything at night, even in my home. It's light weight, and folds to a small circle, so this is also portable. It weighs less than a pair of jeans.<br /><br />Here's a free tip: Only use the gold if your subject is brown. I don't find the gold reflector so useful. I'm glad it's available, but I doubt it will get much use for me. Also, place the reflector in a way that would mimic the sun's light, and your subject will look more natural. This is where the clips and extension arms from your tripod can come in handy if you are working solo. Of course, you can always enlist the assistance of another for outdoor shoots. Sometimes this is a best option if it's available. In the movies, they tend to show someone holding a reflector with it facing up towards the subject, but that's only because it does look silly holding a big disc over your head. If you hold it, you will need to hold it up over your head, and it will look silly but your photos will not.<br /><br />It's a good tool to have on hand for any level of photography. I mostly photograph my doll collection. Once or twice a year, our doll collectors group will gather outdoors for shoots. We've not had a reflector available to us before, so this will help us immensely finding good spots to make photographs, even if the clouds are moving or we want to setup under trees.<br /><br />I also ordered the 2-pack clips. These are nice because they come with an adapter on them. If you remove the threaded black female cylinder and threaded ring, you are left with a standard sized male mount that will fit a tripod base. You do not need to make a separate purchase for an adapter, it's already there. The ball joint swivels all the way around and there is a groove in the base to tilt the clip in towards the base, so you can use these clips for holding the reflectors, diffuser or even a backdrop on a side or top mount adapter of your backdrop frame.<br /><br />Thank you for reading my review. I hope you found it helpful.",0,False,1597982717552,AE3X7PNUWXQU6FZQLQGIA6ZT45QA,B089Y3WC7X,653
5.0,Now I can move my GPS between our two cars without moving any wires!  These cords are normally much more money.  And the packaging is all recyclable (except the twist ties)!,0,False,1306462595000,AGZZXSMMS4WRHHJRBUJZI4FZDHKQ,B003N2POXK,31
5.0,I am happy with the quality and design of this band.  I would recommend it.,0,True,1532792947152,AF76H2F47E4CX3SJI67NCIMTJBBA,B06ZZ4HG1J,15
5.0,There are a few times when I just don’t need or want a long USB-C charging cable. This is usually when I charge something in my car or something on my desk directly from my laptop. So I found these cables and in this pack you get 3 USB-C cables that are just 1.5 feet long. These are perfect and allow me to fast charge my Samsung S20+ when I need to. Sometimes you just don’t want all that extra cable because it just gets in the way and this is when you use this cable.<br /><br />It is nice and sturdy and should hold up nicely. The braided cables tend to hold up better in my eyes and also look a lot better as well.,0,False,1604246183091,AEZP6Z2C5AVQDZAJECQYZWQRNG3Q,B08GQ687DH,126
5.0,I used different colors for different needs.  Hel0s me figure out which cable to use,0,True,1604450641604,AHQ63F2BFHJOMPOS4OR6MMTTH7BQ,B07FK7LMCF,15
5.0,"Absolutely perfect for my car! No extra crackles, distortions, or other audio imperfections created by this cable, it sounds great! The cable itself is very flexible and can be smashed without damage! The ends are full metal and feel amazing to use, and overall makes me feel like I'm using premium audiophile equipment for a fraction of the price!",0,True,1669777319550,AHZOJQDTMJ6WIHY2RV7PB6K5TG7Q,B00R124LAK,59
4.0,"I love it.  I've mainly played games on it, but the screen is clear and the speed is good.  I haven't tried to watch videos on it yet, but Farmville works  well on it.<br /><br />The stand is very convenient.  You just press the button and the little stand pops out.  You can use it the way it's shown in the photo or lay it flat so that it's at an angle.  The camera is decent.  you can rotate the camera which is fun for my daughter to do selfies.",1,False,1488084131000,AHATA6X6MYTC3VNBFJ3WIYVK257A,B01N8UG7HA,90
5.0,"This is a nice basic tablet that is affordable. It doesn’t have a ton of space, but it works perfect for my kids to play games on. It was very easy to set up and came already fully charged. It holds it’s battery power pretty good as well.",0,False,1653257313978,AEXGISIVX7WBUNI7UHHERVB3DF7Q,B09PZSTK1Q,48
4.0,To twist it on and off it's too small. But other than that it works like I expected.,0,True,1623789940548,AFC5EXOYVYPN36FLENMXMI2ZUHBQ,B00004ZC8Y,18
5.0,Great,0,True,1677289658124,AFDMZ4TRX3HXQQUGWAHJQTIF65BQ,B09B52572Z,1
5.0,They are strong and sturdy!!<br />Comfortable and stylish!<br />Like them very much!,0,True,1607789245379,AFOHYPG2FRFE3BNPWJFBMKDE6U6Q,B07WJH8M87,12
5.0,Needed to convert a gaming headset with two plugs to one for my iMac / Macbook / iPhone  - works great!,5,True,1556895538154,AFHB2QZJ2NB6D6IYCG4AZL4AN2RA,B078PZ1BGN,21
5.0,Absolutely love this. keeps things in one location while I can move my laptop further away. I got a media bridge to extend it.,0,True,1448999706000,AFY3UMP3NES7ZTYNG55CSYFKE4IA,B00BWF5U0M,24
5.0,"When I tried these on I was pleasantly surprised by the noise cancellation and sound quality of the earbuds. They sound much better than others. The charge and pair easily, and are comfortable to wear.",0,True,1594599931978,AGMZLFDFVC6ELHLBZZAJX5WU2WDQ,B07J2Z5DBM,35
1.0,"I received this as a vine item. I’ve read the 4 other reviews from the other vine accounts. Not one of them said that the directions are crap! Seriously Crap!! Came well boxed. Not shipped in anti-static bag (-2 stars)<br /><br />Pros: Heft (+1 star). Not cheap. And fits into a U19 cabinet.<br /><br />Cons: It is way more difficult to get this to work in a network than the other vines reviews. Stripping the cables are a pain in the ass!! The directions are a direct google translate from Chinese. They are not helpful in any way! Any IT guy wouldn’t use this hot piece of garbage. Plug and play racks are the way go to now days. Boards 1 and 2 came dead due to static discharge (-2 more stars.) so ports 1-12 are dead.<br /><br />Overall DONT USE, unless you want to spend literal HOURS stripping cables to install this into your server rack. If any board failures in rack happens you are going to spend hours de-tangleing wires. Most other brands just have direct plug-ins and are plug and play.",0,False,1669535451845,AEQKKHGPQHHB4X2WM2HKPPWBPR5Q,B0B9ZZYTJP,184
5.0,"Quick delivery, product matches description and ease of order.<br />I definitely recommend to my family and friends.",0,True,1431972348000,AFEZH43XDG42KHOX4ZDOISHOJJMQ,B0015ACUKC,17
5.0,Very good!,0,True,1454616223000,AHTDWYY75GI6PZZGZ7MMT7RZVAFA,B0042UINC6,2
4.0,I have been wanting a paper white for a while. I’ve had several Kindle Fires through the years and love them. I don’t know if I am so used to the Fires or not but I really didn’t care about the Paper white. I thought the touchscreen was slower to react and do what I wanted. I really wanted to like it but I sent it back and went back to my Fire 10.,0,True,1609334866011,AFI43MRCEWAHZYBPKTSLDRPG5TIQ,B07745PV5G,74
5.0,Easy to install and perfect fit.,0,True,1552434046599,AFGIT2Y7X5GIN7FIGZPHWVZO3PTQ,B07K843CLB,6
5.0,"This a game changer. You can roll up your wires without the worry of damaging them. Its easy to take apart and open the wire up again. This is way better then using rubber bands. Because in a short time, they dry out. Then you have sticky stuff all over your wires. This comes in great bright color's and easy to even label. I like it because I work at home. When I am done with work for the week. I roll everything up. And now its not all over the place when I am not working.  I just love them.",0,True,1658301577810,AGF6GWDAWG7UW3R5O2G5O5JZC4BQ,B09DPN38J9,101
5.0,"I have so many different camera lights that honestly it's ridiculous. However, this has to be the best light I own! The fact that I can change the color, intensity, and hue of the light is amazing and I can now take the perfect pictures with the perfect lighting for anything I want. I love this light and I love that it's so small as well. It works perfectly and has replaced my big bulky light because this one is so much better.",0,False,1663186493121,AGVXN42IKSKKBNVFGKCMKIZEBNSQ,B09X2N111V,83
4.0,"Purchased this camera for my friend, who is having a baby shower. i thought what is a better gift than this product, to be honest it looks so good that i ordered another one just to keep an eye on my dog while i am away. the 360 degree camera rotation is a major plus, since it looks like a penguin i dont know if it will last in my house very long. Not because its not a good product but my dog being over joyous might cause some damage to the product. Overall great little gadget from the company",3,True,1506664677880,AHJBGU27F3O32FD55WEGOLV6L4GA,B075NF3F95,100
5.0,I use it to wear around my ankle. I've lost weight so I've been able to use the smaller strap. Works perfectly,0,True,1530384412269,AE2GZ6B5F3K3DP3WMIXZVVIQ7GXQ,B078ZDFZJR,22
5.0,"I ordered the 'Cat8 Ethernet Cable 15ft, LDKCOK Internet Network Cord, 40Gbps 2000Mhz LAN Wires, High Speed S/FTP LAN Cables with Gold Plated RJ45 Connector for Router, Modem, Gaming, Xbox (15ft)' for review.<br />First off I've never used a Cat8 cable before so I had no idea what to expect. This cable is really nice. The connectors are very well built and much nicer than anything I've used before. I'm still using old Cat5 cables on all my devices. I ordered this one for my Xbox that's plugged directly into my router. It connected super easy with a hardy snap and holds tight. I can't say that I'm getting faster speeds, probably because my router isn't capable of the benefits of Cat8 but I can say that this cable is nice and very well made. It's very clean looking and the cable is nice and thick. Overall I'm really happy that I had the opportunity to upgrade my old cable with broken locking tabs, with this one that is going to hold up so much better and will be there when I upgrade my router.",0,False,1578467819628,AFLBMDZDIPCHMWWA7CXQXITPBJKA,B07Z8F7NTF,185
5.0,"Works great with my older tv. Can easily stream everything... Netflix, Hulu, Discovery Plus, Prime, etc.",0,True,1615965996695,AHBIGTZCJOWAGUEGZPJ4A7YGBDYQ,B07ZZVX1F2,16
2.0,"Our dog ate our Amazon Firestick remote control. Went on Amazon and they are about as expensive as a new firestick (but, a little less). And this wasn't an Amazon brand. But, it would deliver the same day (a new Firestick would take another day), so we bought this one. It works, but not great. Doesn't control as well, but OK in a pinch. We quickly replaced the Firestick the next day and will use this if Abby eats another remote (we are putting them up higher now).",42,True,1609182010100,AFBGD4563H7OOOKWEVRNTAZ3J2HQ,B08P6DG1XC,88
5.0,"I'll admit that I have three normal USB devices, but they ALWAYS get misplaced.  It drives me crazy, as I bounce from laptops to desktops, and from home to work.  I'm a teacher on the go, who put things in Google Drive, but I've been teaching for quite awhile and have many documents on my desktop.  Moving thousands of documents to Google Drive would also require a good deal of organizing them once there (and renaming, in some cases).  I've found it's just easier to move things over as needed.  Having this USB 3.0 hooked to my school lanyard has been really easy and I don't have to worry about damaging it.  If you're out and around, moving from computer to computer, this is a must!",0,False,1603657263237,AH74XLC3QBXVC6UCOAQOJH3WJYGA,B089GL6572,126
5.0,"Nice case for my wife's laptop. The Targus case is of sturdy construction and is exactly the right size for her Acer laptop (in fact, it's a little snug). Zippered from both sides and a pouch for accesories on the front. The rear has straps for attaching to your roll around carry on bag. The 2 strap style handles join from either side to form a sturdy grip. Padding is adequate and should provide proper protection. Otherwise, this is minimal, size wise... which is a good thing. No worries about the laptop flipping around inside and it takes up little space when traveling",0,False,1563321570947,AHBXZHG7DTKJCR5NLY73MPGTYCLA,B01B25EV88,103
5.0,"TP-LINK Archer T2U AC600 Wireless Dual Band USB Adapter, 2.4GHz 150Mbps/5Ghz 433Mbps, Support Windows XP/7/8 (Personal Computers)<br /><br />perfect for our 8 year old HP non-Wireless Desk Top Computer on Windows XP<br /><br />USB 2.0. Runs on Windows XP, 7 or 8. No longer need to have a cord running to the router or modem. Down loaded the software from the internet (also comes with a CD you can run to up load to the hardrive). Put the USB adapter in the USB on the hard drive and we were up and running. So easy! Best thing is once installed you can remove when you need the port for something else (like an external hardrive) but don't need wifi at the moment and no need to re-install when you need wifi, just plug the adapter back in and go!<br /><br />Want a little more info? this is from the TP LINK page -<br />&#62; TP-LINK's Archer T2U comes with the next generation Wi-Fi standard - 802.11ac, 3 times faster than wireless N speeds. With 433Mbps wireless speeds over the crystal clear 5GHz band or 150Mbps over the 2.4GHz band, the Archer T2U is the superior choice for seamless HD streaming, online gaming and other bandwidth-intensive tasks.<br />&#62; The 5GHz 433Mbps is perfect for HD video streaming and lag-free online gaming, while using 2.4GHz 150Mbps Wi-Fi for average use such as web surfing.<br />&#62; TP-LINK's Archer T2U is a dual band USB Adapter that provides selectable 5 GHz and 2.4 GHz bands for the latest standard and backward compatibility to existing Wi-Fi network. It gives users the ability to access crystal clear 5GHz connections to upgrade their notebook or PC's wireless capabilities, while ensuring that they can still access legacy 2.4GHz band wireless networks.<br />&#62; The T2U provides WPA/WPA2 encryptions created by the WI-FI Alliance, promoting interoperability and security for WLAN, which effectively and efficiently protects the wireless network.<br />&#62; With its bundled wireless setup utility and WPS button, the T2U is very easy to setup and secure, even for novice users<br /><br />Y Supports the 802.11ac standard- The next generation of Wi-Fi<br />Y Dual Band connections for lag-free HD video streaming and online gaming<br />Y Maximum speed up to 5GHz 433Mbps or 2.4GHz 150Mbps<br />Y Backward compatible with 802.11 a/b/g/n products<br />Y Supports ad-hoc and infrastructure mode<br />Y Supports Windows 8/7/XP 32/64bit<br />Y Easy Wireless Configuration Utility",0,False,1416962075000,AFWVN52MRBWOTIK7UGXBWGOY4HBA,B00PT90SCW,397
5.0,"There are several HDMI splitters that claim to have 4K resolution. Many fall short. This one actually lives up to that claim. The display is crystal clear. It's easy to set up and use. The price point is fair, considering you could pay at least $30 more for other brands. This is a good buy. I highly recommend it.<br /><br />Thanks so much for taking the time to read this review.  I hope the information that I've provided helps make your decision a little easier.",2,False,1613059647683,AFQQQ5LGNSQUEBGDCYBAZZE5T3DA,B08KZTWQPT,85
4.0,"At first the tile wouldn't ring the phone, which is the item I'm always looking for. I was disheartened but I emailed the company and they got back quickly with instructions to turn off bluetooth for 15 seconds and try again. That worked. We'll see if it stays working. Every time I used the app I get a message saying the app is disabled, even though it's not, which is mildly annoying. Otherwise, I'm pleased with the system so far. I am one who loses everything so I'm putting a lot of faith in this. I haven't used it during a real loss, and hope I don't have to, but the tests around the house are good so far.",0,True,1489245426000,AG67IE26M7OA4QMHHVSXIQU4WU7A,B01L3VEC94,119
5.0,"Very lightweight, like a shiny sheet.  A little difficult to anchor to keep it from billowing from the air current in the room.  Took a lot of ironing to get most of the wrinkles out.<br /><br />***UPDATE***  Seller was very easy to work with and contacted me within 24 hours of the original review to try to remedy the situation.<br /><br />The seller sent me a replacement for a better product.<br /><br />I am happy with the replacement and have had no issues with it at all.",0,True,1658167046008,AFO5KS3I736356HQSJK7X4SOAQAA,B08SWFPDWX,87
5.0,"I have used and tested more Ethernet cables than I can remember and there is no question, all Ethernet cables are not created equally.<br /><br />Typically any device requiring an Ethernet cable will come with one in the packaging - it will work (usually).  A good comparison is those cables are much like an old car - it should get you there, whereas this cable is like a high end sports car - it will get you there lightning fast, without failure.<br /><br />This Cat8 is thicker than some due to the shielding within and additional insulation.  This cable is made to withstand and holdup to exterior environments for the long term. The connector bases are reinforced at each end of the wire which really help hold all of the wires in place even if you have to bend and twist it to fit it within the plug.  The connector plug itself is gold plated which is the ultimate standard in connectivity.<br /><br />This Cat8 Ethernet Cable is 30’ long which makes it absolutely ideal for using it to directly plug your TV or gaming system into your router.  So many of us stream programs and movies via our TV and there is no comparison in speed between a WiFi connection and a wired connection.  For gamers, it is absolutely the way to go - do away with all lag caused by your WiFi by connecting directly to your router.<br /><br />You will not find a better exterior grade Cat8 Ethernet Cable - this is really a top of the line cable that you’ll love.<br /><br />This is a purchase that you’ll never regret.",0,False,1612965970093,AEP4CUO23WOOOEYSJBXWYLLHD5IQ,B08D6XR35P,274
5.0,"I’ve had these for almost a year now, love them! Use them daily, all the time. (Nearly.) definitely getting again if need be :)",0,True,1642005454662,AFG4GES5QR73EB4B6RWMY25TIRLQ,B07ZPC9QD4,24
5.0,"These are the USB C to Lightning Cables you’ve been dreaming of! I’ve bent these, folded them, crammed them into my computer bag over the past months and not one of them has failed to charge my iPad, iPhone 13, or iPods. Very well designed and manufactured for someone who’s always on the go and expects a lot from their technology. I’ve even given one of these cables to my boss when his failed during a meeting after he was bragging about how long he researched before buying his chargers and cables - he placed an order for these during the meeting because he knows I’m a road warrior!!<br />The charging time has remained consistently fast as well - no degradation over time which is key so the materials used are quality. I’ll be following this manufacturer and as I replace cables it will be with their products. I rate these as a strongly recommend and it’s rare for me to carry on about a product but this has save me so many headaches and time. Thank you for a solid product!",0,True,1657238030191,AFBUQLBQ3RICCTQOJ6ZMX5KE5XAA,B09R1WB2S5,182
2.0,I love my Arlo cameras! They work great when they are NEW (easy to setup)<br />.. but fast forward a year later (NEW Netgear Router) .. and they WILL NOT connect !<br />I have reset everything .. uninstalled app .. re-installed<br />They WILL NOT connect !@  (already 3+ hours into frustration)<br />and of course .. support has run out !<br />Complete FAIL on re-setups .. brutal Netgear !,0,True,1594053642848,AE3RWZZCMUE5WJ7X57LT4EWXFXZA,B017B2043W,68
4.0,"These are fairly sleek earbuds, as is the rubber storage case they come with. The drawbacks are 1) that they don’t stay in your ears extremely well if you’re moving around, and 2) they do not have good bass. The sound is almost all treble.",10,False,1557232104865,AGTW6ZGPUAORQ7X6CNBP6PJW7OTA,B07H6D59PN,45
4.0,"My husband has two of these that he rotates in the semi truck. This one powers his little lunch box oven when he's on the road - it draws far less than 300 watts so it's safe to use for the two hours it takes to cook his food while he's driving. After two weeks, he says he likes the inverter and it doesn't get overly hot.<br /><br /> You need to use caution with this sort of thing though. Attempting to use it with an appliance that draws the full rating of 300 watts will blow your fuses. You need a direct connection or larger, professionally installed inverter.",0,False,1555038409320,AHPOHKN4PU4W3V5PGFL7AGTAD2AA,B07NWBN9ZF,109
5.0,Very handy for storing sd cards & a spacer saver as well. Wish it wasn't as tight as it is.,0,True,1363024281000,AFT33VUS3ZFGIAHGRXAZWBA7DD4A,B0085DZRDE,20
4.0,"The speaker is truly plug and play, Sound is fine. Volume is controlled by the PC sound settings. I wish it had an LED or some indicator that it’s on. I went to use it for a video call recently and I didn’t find out it wasn’t working until the call, which meant I had to do something different for that call. Fortunately, resolving the issue was easy. I went to the audio settings to troubleshoot it; I was told a driver needed to be updated and the speaker was working again in 5 minutes.",1,True,1630767134273,AFPS36BCINGUUJCA5YPEVVPINBPA,B075M7FHM1,95
5.0,Couldn't be more pleased with this addition to our home theatre system.,0,True,1616500070369,AHJA32AR4TVZS6PUC6L6PHBMFP5Q,B08HLLQV1J,12
5.0,"For the $$$ it's definitely worth it. My only gripe is that the<br /> wire is too short but for headphones as cheap as these the sound is surprisingly good. UPDATE. Just updating because I purchased these AGAIN! For the $$$ you cant go wrong (trust me I go through headphones like toilet paper, lol) I got way more usage time out of these headphones than most of the cheap ones I had before. And all 5 pair worked, I noticed some people saying that not every pair worked. I gave 1 pair to a friend he's had them for almost 6 months! Would definitely recommend. Bought them again! This is the 3rd time in 2 years!",0,True,1561327677757,AGV2VDBD7VXO54YXNQS4DYXBD6BA,B071WGSZ81,117
4.0,A bit of a doozy learning how to use. I ended up watching a unboxing on youtube. The paper clip was broken when it was delivered too which was disappointing but easy to modify so it’d work.,1,True,1602398496800,AEYUQY2CFWVBKASAFLZMXSOFLU5Q,B01MQUP4IZ,37
5.0,"Sometimes, I like to listen to my audio book in bed while my husband watches TV. In order to avoid disturbing him, I use a fancy pair of noise cancellation earphones that vost several pretty pennies. They work well, but can feel heavy after an hour or two.<br /><br />This set is a decent substitute that I won't feel bad about breaking/dropping etc. They are extremely light and don't have noise cancellation, but that's fine. The fit is decent and the ear covers are soft and don't feel hot. The sound quality is better than expected - audiobooks are clear and clean. I listened to a bit of country and classical music with these and the music sounds right, but not quite as pure as with my Bose headphones - of course, that's not a fair comparison. Still, these are a good option for basic stuff.",5,False,1544323685223,AHPOHKN4PU4W3V5PGFL7AGTAD2AA,B07FXP7F8G,146
4.0,"The JDITVYHANO Travel Backpack, Extra Large Laptop Backpack. Has space and then some.  I travel frequently for work and this bag provides me the ability to take just one bag on short trip with everything I needs. Reminds me of my 3 day ruck when I was in the military.  This is a multi-use bag for sure.<br /><br />Some nice features included are the wet and dry sides, water proof pocket to include the zipper.  Lunch bag, and USB hook-up.  It will also accommodate a large laptop.  The lunch bag is helpful when traveling for work.  It tucks nicely into the compartment.  You must be conscious not to crush your lunch though.<br /><br />My only gripe are the two metal buckles on the front for the expandable pounce. Those two are metal, where all the others are plastic. They should have all been plastic but they work good.<br /><br />The backpack material and components used for construction are a good quailing and appear  durable. I did not see any quality issues with any of the components. All the zipper work well with no bidding.  Pockets are strong sewn well and appear they will hold up under normal use and wear.  All the measurements are accurate to within reason based on what is listed in the ad.<br /><br />I have used the backpack traveling around my local area and plan on using for longer trips.  My type of work requires me to carry test equipment and sometimes personnel items.  Surprisingly, the amount of space in this bag allows me to carry both within reason, helping me to eliminating the need for traveling with two bags.<br /><br />Based on price, size and quality the backpack is a good value. I’m satisfied with the quality and capabilities.  This will definitely get used.",1,False,1675532143531,AFRYUVHP2U7DQCD7SJLDNX32LQ2Q,B0BDFY74MK,299
5.0,Very nice tv and a great sound bar.,0,True,1633064678832,AGGCOGRPBF6EW575FNSPKLJXYQAA,B07F2YLMF5,8
5.0,It fits as expected,0,True,1534422536666,AHQWK4NKFDKGBECSGREIYM2F3INA,B00DI89X7M,4
5.0,Was able to copy a 16GB file to this drive in just over 4 minutes. Wooden case is pretty cool and seems built well. Over all very please with performance of this drive.,0,False,1622504956293,AFJBKPK5W56XWSNPQU2WW66ISWYQ,B08ZMYSBZ3,33
5.0,Loving this wristband. It fits great and stays on without problems. Totally adjustable and wears really nicely. Couldn't be happier with this wristband.,0,False,1615167449107,AGVXN42IKSKKBNVFGKCMKIZEBNSQ,B08NXCKKC2,23
2.0,"I ordered this 'USB C Hub,MAOZUA 6 in 1 Adapter with 3 USB 3.0 Ports,SD/TF Card Reader, Portable Aluminum Hub with USB-C PD 3.0 for MacBook, iMac, and More Type C Devices' for review. So far before today, I have only used this device as a portable SD card reader for my PC and Chromebook. For that purpose it has worked flawlessly however today while writing this review I tested the charging capabilities of the USB C port. It is supposedly capable of quick charging yet it does not charge my phone at all. I have tried it with different cables on both PC and Chromebook but it still won't charge. I tested the the same cables on another card reader type device and it worked just fine. The USB Type A ports work fine for data and charging however the USB type A ports have weak charging according to my Note 8. I am disappointed to find this out just now but as I said before, I have only been using this as an SD card reader for the past few weeks. For that purpose it works fine and I will continue to use it as such. unfortunately if I need to charge, I will have to find another solution. Overall, I was pleased with the ""reader"" part of this device however I think I just got a dud regarding the charging capabilities of this device.",2,False,1578000800995,AFLBMDZDIPCHMWWA7CXQXITPBJKA,B07XYWY2XX,237
4.0,"This is my second OontZ Angle.  I like it and it pairs really well with my Kindle Fire, laptop, Bluetooth headphones, etc., however, the volume buttons are really difficult to operate.  If you hold them down with steady pressure, they freeze.  So you have to repeatedly press the buttons to increase or decrease the volume in increments.  My first OontZ (not a 3 plus) does not have that limitation on the volume--in general, it is just easier to use when you want to quickly adjust the volume.",0,True,1507835187326,AEFZNL4YD52AH6D3RLAVWMM77UPQ,B01LZV6TYQ,87
