rating,sentiment_score,review_length,verified_purchase,helpfulness_ratio,order_value
5,0.0,0,1,0,99.9
5,0.0,0,1,0,129.9
1,0.0,206,1,0,122.99
5,0.0,0,1,0,199.0
5,0.0,76,1,0,74.0
5,0.0,0,1,0,59.9
5,0.0,0,1,0,66.9
5,0.0,0,1,0,24.99
5,0.0,0,1,0,102.9
5,0.0,26,1,0,339.99
5,0.0,0,1,0,160.99
5,0.0,0,1,0,99.9
5,0.0,44,1,0,29.99
3,0.0,0,1,0,13.9
5,0.0,0,1,0,139.9
5,0.0,21,1,0,78.0
4,0.0,0,1,0,109.0
4,0.0,0,1,0,39.0
4,0.0,0,1,0,39.0
4,0.0,0,1,0,39.0
1,0.0,164,1,0,23.99
1,0.0,164,1,0,23.99
4,0.0,0,1,0,22.99
4,0.0,0,1,0,85.8
3,0.0,0,1,0,59.99
5,0.0,0,1,0,143.0
5,0.0,0,1,0,313.9
4,0.0,0,1,0,199.9
5,0.0,6,1,0,160.0
5,0.0,96,1,0,59.9
1,0.0,199,1,0,35.0
1,0.0,199,1,0,45.0
4,0.0,0,1,0,79.9
5,0.0,0,1,0,69.99
5,0.0,0,1,0,69.99
5,0.0,0,1,0,69.99
5,0.5,10,1,0,76.0
5,0.0,0,1,0,39.9
4,0.0,109,1,0,12.97
5,0.0,0,1,0,79.9
4,0.0,30,1,0,183.29
5,0.0,87,1,0,22.8
4,0.0,10,1,0,259.4
4,0.0,0,1,0,120.0
5,0.0,0,1,0,233.0
5,0.0,0,1,0,139.9
2,0.0,0,1,0,125.0
3,0.0,0,1,0,98.0
5,0.0,138,1,0,139.9
5,0.0,0,1,0,683.38
5,0.0,68,1,0,19.9
5,0.0,0,1,0,310.0
5,0.0,0,1,0,76.9
5,0.0,28,1,0,54.9
5,0.0,113,1,0,79.8
5,0.0,0,1,0,294.9
5,0.3333333333333333,34,1,0,135.5
5,0.0,45,1,0,49.0
5,0.0,0,1,0,227.88
4,0.0,0,1,0,104.0
4,0.0,65,1,0,49.99
4,0.0,0,1,0,69.9
5,0.0,0,1,0,119.99
5,0.0,0,1,0,32.9
5,0.0,52,1,0,145.9
2,0.0,94,1,0,49.5
3,0.0,0,1,0,56.99
5,0.0,0,1,0,23.95
3,0.0,199,1,0,49.99
5,0.0,0,1,0,55.0
4,0.0,0,1,0,79.9
4,0.0,0,1,0,14.9
5,0.0,0,1,0,109.9
5,0.0,0,1,0,28.9
5,0.0,0,1,0,79.0
5,0.0,24,1,0,551.0
5,0.0,24,1,0,551.0
5,0.0,24,1,0,551.0
3,0.0,72,1,0,49.95
4,0.0,0,1,0,29.9
5,0.0,14,1,0,27.99
1,-0.2,91,1,0,118.91
5,0.0,0,1,0,16.99
5,0.0,19,1,0,17.19
5,0.0,36,1,0,86.9
5,0.0,200,1,0,29.99
4,0.0,0,1,0,35.0
4,0.0,0,1,0,49.99
5,0.0,0,1,0,79.9
5,0.0,0,1,0,79.9
5,0.0,0,1,0,144.99
2,0.0,177,1,0,29.99
3,0.0,26,1,0,279.99
5,0.0,55,1,0,179.9
1,0.0,139,1,0,309.9
5,-0.2,90,1,0,108.99
4,0.0,0,1,0,130.0
5,0.0,34,1,0,15.0
4,0.0,0,1,0,50.0
5,0.0,77,1,0,115.0
5,0.0,0,1,0,338.0
4,0.0,0,1,0,34.9
3,0.0,0,1,0,198.0
5,0.0,64,1,0,629.0
4,0.0,0,1,0,59.0
5,0.0,0,1,0,179.9
5,0.0,59,1,0,10.0
5,0.0,0,1,0,467.0
5,0.0,95,1,0,158.9
3,0.0,175,1,0,140.0
3,0.0,175,1,0,140.0
3,0.0,175,1,0,140.0
3,0.0,175,1,0,140.0
5,0.0,34,1,0,14.7
5,0.0,18,1,0,76.9
4,0.0,0,1,0,119.6
4,0.0,0,1,0,119.6
5,0.0,110,1,0,148.9
3,0.0,0,1,0,59.99
5,0.0,0,1,0,66.99
5,0.0,95,1,0,29.0
4,0.0,53,1,0,71.8
2,0.0,45,1,0,106.99
2,0.0,45,1,0,106.99
5,0.0,0,1,0,41.9
4,0.0,0,1,0,32.9
5,0.0,0,1,0,89.99
5,0.0,5,1,0,59.9
1,-0.8,61,1,0,159.94
1,0.0,0,1,0,68.99
1,0.0,135,1,0,169.9
4,0.0,207,1,0,54.9
1,0.1,199,1,0,47.49
1,0.1,199,1,0,47.49
5,0.0,0,1,0,199.9
5,0.0,0,1,0,55.0
1,0.0,122,1,0,47.75
5,0.0,0,1,0,79.5
5,0.0,0,1,0,388.0
5,0.0,0,1,0,579.99
5,0.0,0,1,0,143.8
4,0.0,34,1,0,104.49
5,0.0,0,1,0,21.5
5,0.0,0,1,0,21.5
1,0.0,43,1,0,19.9
5,0.0,31,1,0,17.33
5,0.0,31,1,0,17.33
1,0.0,37,1,0,29.0
1,0.0,37,1,0,52.0
1,0.0,37,1,0,19.0
1,0.0,37,1,0,19.0
5,0.0,118,1,0,32.9
4,0.0,0,1,0,144.99
5,0.0,4,1,0,19.9
5,0.0,4,1,0,19.9
5,0.0,4,1,0,19.9
5,0.0,4,1,0,19.9
5,0.0,4,1,0,19.9
5,0.0,4,1,0,19.9
5,0.5,28,1,0,335.99
5,0.0,17,1,0,24.9
5,0.0,92,1,0,120.0
5,0.0,0,1,0,79.0
5,0.0,0,1,0,26.55
1,0.0,140,1,0,46.99
4,0.0,0,1,0,180.0
1,0.0,68,1,0,189.0
4,0.0,30,1,0,119.9
5,0.0,0,1,0,119.9
5,0.0,0,1,0,120.0
4,0.0,158,1,0,539.9
4,0.0,10,1,0,30.9
5,0.0,0,1,0,19.9
5,0.0,0,1,0,134.9
2,0.0,115,1,0,44.35
1,0.0,84,1,0,49.9
5,0.0,0,1,0,49.99
5,0.0,0,1,0,49.9
4,-0.2,130,1,0,74.9
1,0.0,0,1,0,119.9
4,0.0,0,1,0,44.0
4,0.0,33,1,0,32.0
4,0.0,0,1,0,75.0
3,0.0,0,1,0,45.9
5,0.0,0,1,0,59.99
5,0.0,0,1,0,199.99
1,0.0,0,1,0,49.9
4,0.0,32,1,0,249.9
5,0.0,32,1,0,85.9
4,0.0,5,1,0,34.9
5,0.0,49,1,0,79.0
4,0.0,0,1,0,72.9
1,0.0,192,1,0,233.35
1,0.0,192,1,0,279.9
4,0.0,200,1,0,59.9
4,0.0,0,1,0,69.9
5,0.0,57,1,0,250.0
5,0.0,64,1,0,53.04
1,0.0,0,1,0,129.9
5,0.0,0,1,0,58.67
4,0.0,48,1,0,469.0
5,0.0,87,1,0,20.9
5,0.0,87,1,0,20.9
5,0.0,0,1,0,89.9
5,0.0,0,1,0,59.9
5,0.0,0,1,0,59.9
5,0.0,0,1,0,46.9
5,0.0,0,1,0,598.99
5,0.0,0,1,0,49.99
5,0.0,0,1,0,49.99
5,0.0,0,1,0,598.99
5,0.0,0,1,0,44.9
5,0.0,0,1,0,65.0
4,0.0,58,1,0,137.0
5,0.0,49,1,0,94.9
3,0.0,0,1,0,9.9
5,0.0,0,1,0,26.2
5,0.0,0,1,0,59.0
4,0.0,0,1,0,250.0
5,0.0,0,1,0,35.9
3,0.0,0,1,0,29.99
4,0.0,0,1,0,48.9
2,0.0,0,1,0,79.9
5,0.0,0,1,0,129.0
5,0.0,0,1,0,159.99
3,0.0,128,1,0,77.99
4,0.0,98,1,0,95.0
5,0.0,0,1,0,130.0
4,0.0,35,1,0,348.8
5,0.0,79,1,0,44.99
2,0.0,62,1,0,90.0
4,0.0,0,1,0,10.9
4,0.0,0,1,0,98.7
5,0.0,0,1,0,269.99
1,0.0,57,1,0,60.0
3,0.0,0,1,0,16.5
4,0.0,0,1,0,139.0
5,0.0,43,1,0,104.0
5,0.0,0,1,0,49.9
5,0.0,69,1,0,149.0
5,0.0,0,1,0,35.9
5,0.0,0,1,0,35.9
5,0.0,0,1,0,56.0
2,0.0,28,1,0,149.0
5,0.0,24,1,0,129.99
5,0.0,58,1,0,119.99
5,0.0,0,1,0,85.9
3,0.0,52,1,0,19.9
5,0.0,0,1,0,75.0
4,0.0,0,1,0,125.9
5,0.0,0,1,0,41.9
5,0.0,0,1,0,1195.0
4,0.0,0,1,0,289.0
4,0.3333333333333333,69,1,0,32.9
5,0.0,15,1,0,34.9
4,0.0,3,1,0,101.9
5,0.0,0,1,0,91.28
5,0.41666666666666663,74,1,0,53.99
5,0.0,0,1,0,29.0
1,0.0,10,1,0,53.9
2,0.0,176,1,0,149.9
2,0.0,176,1,0,149.9
5,0.0,0,1,0,35.9
5,0.0,0,1,0,129.9
4,0.5625,31,1,0,13.77
5,0.0,0,1,0,89.9
5,0.3333333333333333,118,1,0,399.0
5,0.0,13,1,0,149.9
5,0.0,0,1,0,120.0
5,0.0,0,1,0,45.73
1,0.0,45,1,0,49.99
5,0.0,10,1,0,139.99
4,0.0,0,1,0,74.58
5,0.0,0,1,0,21.1
3,0.0,0,1,0,82.95
5,0.0,35,1,0,65.99
5,0.0,0,1,0,76.8
5,0.0,0,1,0,75.99
3,0.0,0,1,0,39.0
3,0.0,0,1,0,87.9
5,0.0,0,1,0,44.95
5,0.0,0,1,0,70.0
5,0.0,0,1,0,29.0
4,0.0,33,1,0,99.9
4,0.0,33,1,0,99.9
5,0.0,0,1,0,75.49
1,0.0,48,1,0,249.8
5,0.0,0,1,0,1349.99
5,0.0,48,1,0,78.0
4,0.0,0,1,0,99.9
5,0.0,0,1,0,179.49
3,0.0,0,1,0,59.9
3,0.0,0,1,0,59.9
5,0.0,0,1,0,43.48
5,0.0,0,1,0,146.99
5,0.0,60,1,0,45.0
4,0.0,44,1,0,189.0
2,0.0,54,1,0,129.99
4,0.0,64,1,0,29.99
5,0.0,41,1,0,199.0
4,0.0,0,1,0,49.9
1,0.0,29,1,0,158.4
5,0.0,0,1,0,39.99
5,0.0,72,1,0,49.99
5,0.0,41,1,0,69.9
4,0.0,0,1,0,94.9
5,0.0,0,1,0,56.99
5,0.0,0,1,0,25.0
5,0.0,0,1,0,25.0
3,0.0,7,1,0,34.99
5,0.0,0,1,0,18.9
5,0.0,46,1,0,78.0
5,0.0,0,1,0,143.8
5,0.0,93,1,0,178.9
5,0.0,0,1,0,39.9
4,0.0,0,1,0,109.9
3,0.0,70,1,0,220.0
3,0.0,45,1,0,60.0
4,0.3333333333333333,135,1,0,599.9
5,0.0,37,1,0,149.9
5,0.0,23,1,0,38.9
5,0.0,23,1,0,38.9
2,0.0,0,1,0,12.88
1,0.0,120,1,0,18.65
1,0.0,43,1,0,69.2
5,0.0,0,1,0,189.94
5,0.0,0,1,0,74.99
5,0.0,0,1,0,50.0
5,0.0,0,1,0,50.0
5,0.0,0,1,0,50.0
5,0.0,0,1,0,50.0
4,0.0,0,1,0,46.99
4,0.0,59,1,0,149.9
5,0.0,0,1,0,289.9
5,0.0,0,1,0,39.9
1,0.0,0,1,0,19.9
1,0.0,0,1,0,19.9
5,0.0,101,1,0,122.99
3,0.0,0,1,0,69.0
4,0.0,0,1,0,99.9
5,0.0,0,1,0,89.99
5,0.0,40,1,0,249.99
5,0.0,20,1,0,70.9
5,0.0,0,1,0,6.5
5,0.0,0,1,0,24.9
5,0.0,19,1,0,129.9
4,0.0,0,1,0,49.0
4,0.0,0,1,0,49.0
4,0.0,0,1,0,49.0
5,0.6510416666666665,59,1,0,109.0
4,0.0,0,1,0,349.9
5,0.0,0,1,0,59.9
4,0.0,36,1,0,89.9
4,0.0,0,1,0,99.99
5,0.0,21,1,0,9.2
5,0.0,0,1,0,29.9
5,0.0,0,1,0,99.9
4,0.2,86,1,0,15.9
3,0.0,0,1,0,289.0
5,0.0,97,1,0,174.9
5,0.0,10,1,0,49.49
4,0.0,0,1,0,299.99
4,0.0,0,1,0,64.99
3,0.0,60,1,0,144.99
1,0.0,88,1,0,132.0
1,0.0,113,1,0,45.9
1,0.0,113,1,0,45.9
4,0.0,0,1,0,179.9
3,0.0,0,1,0,75.0
4,0.0,0,1,0,34.99
5,0.0,0,1,0,37.87
1,0.0,41,1,0,59.9
4,0.0,33,1,0,89.99
5,0.0,0,1,0,69.9
4,0.0,49,1,0,56.1
1,0.0,66,1,0,69.9
5,0.0,9,1,0,116.9
4,0.5,2,1,0,18.9
3,0.0,0,1,0,45.9
5,0.0,0,1,0,24.3
5,0.0,0,1,0,58.9
5,0.0,31,1,0,294.0
5,0.0,0,1,0,109.0
4,0.0,0,1,0,19.9
5,0.0,0,1,0,42.0
5,0.0,0,1,0,14.9
1,0.0,0,1,0,399.0
1,0.0,0,1,0,399.0
1,0.0,0,1,0,399.0
1,0.0,0,1,0,399.0
1,0.0,0,1,0,399.0
4,0.0,46,1,0,12.99
5,0.0,49,1,0,49.0
4,0.0,80,1,0,349.99
5,0.5,60,1,0,349.0
5,0.0,0,1,0,47.49
5,0.0,8,1,0,99.9
2,0.0,42,1,0,39.9
2,0.0,42,1,0,87.99
5,0.0,65,1,0,449.9
4,0.0,0,1,0,99.9
1,0.0,25,1,0,229.99
5,0.0,16,1,0,179.9
5,0.0,30,1,0,107.0
5,0.0,0,1,0,59.9
5,0.0,0,1,0,71.99
5,0.0,0,1,0,71.99
5,0.3333333333333333,160,1,0,48.9
1,0.0,0,1,0,99.9
2,0.0,121,1,0,53.9
5,0.0,0,1,0,36.9
5,0.0,0,1,0,19.99
1,0.0,48,1,0,29.5
3,0.0,0,1,0,29.9
5,0.0,75,1,0,149.0
4,0.0,0,1,0,139.9
4,0.7,155,1,0,27.99
5,0.0,0,1,0,115.9
5,0.0,58,1,0,250.0
5,0.0,85,1,0,159.99
5,0.0,0,1,0,189.99
4,0.0,0,1,0,11.97
5,0.0,81,1,0,250.0
5,0.0,0,1,0,159.99
4,0.0,0,1,0,19.9
3,0.0,0,1,0,56.99
1,0.0,83,1,0,95.0
1,0.0,83,1,0,95.0
5,0.0,0,1,0,99.0
4,0.0,0,1,0,49.99
1,0.0,0,1,0,29.5
4,0.0,71,1,0,89.0
4,0.0,0,1,0,32.9
4,0.0,0,1,0,32.9
4,0.0,0,1,0,12.99
4,0.0,0,1,0,12.99
5,0.0,0,1,0,406.05
5,0.0,41,1,0,114.9
3,0.0,38,1,0,100.0
5,0.0,0,1,0,149.0
5,0.0,0,1,0,349.0
4,0.0,6,1,0,109.9
5,0.0,0,1,0,403.9
4,0.0,29,1,0,13.99
5,0.0,0,1,0,139.9
5,0.0,0,1,0,59.9
3,0.0,0,1,0,26.0
3,0.0,0,1,0,209.9
3,0.0,0,1,0,59.9
4,0.0,0,1,0,119.9
3,0.0,3,1,0,118.8
5,0.375,72,1,0,95.0
5,0.0,74,1,0,169.0
5,0.0,0,1,0,20.0
5,0.0,52,1,0,849.0
5,0.0,0,1,0,200.0
5,0.0,0,1,0,174.0
5,0.0,63,1,0,44.9
5,0.0,0,1,0,56.99
4,0.0,0,1,0,150.0
3,0.0,109,1,0,74.99
3,0.0,89,1,0,54.9
5,0.0,0,1,0,48.9
5,0.0,0,1,0,64.99
5,0.0,0,1,0,29.9
5,0.0,0,1,0,74.9
3,0.0,28,1,0,129.9
5,0.0,106,1,0,122.9
5,0.0,0,1,0,389.9
5,0.0,23,1,0,48.9
2,0.0,0,1,0,189.99
2,0.0,0,1,0,189.99
5,0.0,70,1,0,99.9
4,0.0,0,1,0,39.9
5,0.0,0,1,0,20.0
5,0.0,142,1,0,319.0
5,0.0,0,1,0,489.9
5,0.0,0,1,0,26.4
5,0.0,0,1,0,69.9
5,0.0,37,1,0,49.0
1,0.0,158,1,0,58.99
1,0.0,64,1,0,12.49
1,0.0,64,1,0,12.49
1,0.0,64,1,0,12.49
1,0.0,64,1,0,12.49
1,0.0,64,1,0,12.49
1,0.0,64,1,0,12.49
5,0.0,0,1,0,34.9
5,0.0,0,1,0,34.9
2,0.0,25,1,0,39.99
3,0.0,0,1,0,31.9
5,0.0,0,1,0,99.99
5,0.0,0,1,0,44.99
5,0.3333333333333333,196,1,0,54.9
2,0.5,2,1,0,109.9
3,0.0,0,1,0,129.99
5,0.0,0,1,0,315.0
5,0.0,0,1,0,355.99
5,0.0,0,1,0,14.95
1,0.0,0,1,0,220.0
4,0.0,0,1,0,25.0
4,0.0,0,1,0,59.0
5,0.0,24,1,0,278.5
4,0.0,0,1,0,9.99
5,0.0,0,1,0,59.9
5,0.0,12,1,0,79.99
1,0.0,70,1,0,249.99
1,0.0,156,1,0,99.9
5,0.0,28,1,0,115.0
5,0.0,28,1,0,115.0
2,0.0,56,1,0,49.9
5,0.0,0,1,0,629.0
5,0.0,95,1,0,93.5
5,0.0,0,1,0,42.9
5,0.0,0,1,0,69.9
5,0.0,0,1,0,59.9
5,0.0,0,1,0,19.9
1,0.0,36,1,0,169.9
5,0.0,68,1,0,189.0
1,0.0,121,1,0,184.79
1,0.0,121,1,0,184.79
5,0.0,45,1,0,142.9
1,0.0,0,1,0,949.9
5,0.0,0,1,0,59.9
5,0.0,0,1,0,59.9
3,0.0,136,1,0,142.5
5,0.0,0,1,0,27.9
5,0.0,18,1,0,34.0
4,0.0,51,1,0,45.0
1,0.0,200,1,0,189.99
1,0.0,200,1,0,179.99
5,0.0,141,1,0,49.9
3,0.0,0,1,0,51.9
4,0.0,0,1,0,112.0
4,0.0,0,1,0,25.99
5,0.0,0,1,0,212.0
2,0.0,0,1,0,24.99
5,0.0,74,1,0,299.99
5,0.0,0,1,0,59.9
5,0.0,91,1,0,47.9
5,0.0,91,1,0,36.0
5,0.0,91,1,0,29.99
4,0.0,63,1,0,61.99
5,0.0,34,1,0,107.65
3,0.0,0,1,0,62.8
4,0.0,0,1,0,50.0
5,0.0,0,1,0,44.99
4,0.0,0,1,0,239.9
5,0.0,73,1,0,229.99
5,0.0,49,1,0,84.99
5,0.0,28,1,0,119.0
5,0.5,7,1,0,34.49
5,0.0,0,1,0,13.77
3,0.0,0,1,0,89.9
5,0.0,0,1,0,129.9
5,-0.2,74,1,0,395.9
1,0.0,63,1,0,49.99
1,0.0,0,1,0,59.9
1,0.0,0,1,0,59.9
4,0.0,0,1,0,112.9
3,0.0,67,1,0,227.0
5,0.0,0,1,0,89.9
3,0.0,0,1,0,115.0
5,0.0,24,1,0,58.9
5,0.0,55,1,0,179.0
4,0.0,0,1,0,179.49
4,0.0,0,1,0,235.0
5,0.0,0,1,0,18.0
3,0.0,12,1,0,189.9
4,0.0,0,1,0,30.9
5,0.0,0,1,0,79.0
1,0.0,97,1,0,59.99
5,0.0,0,1,0,78.65
5,0.3333333333333333,23,1,0,69.0
3,0.0,0,1,0,18.9
3,0.0,0,1,0,18.9
4,0.0,0,1,0,149.0
3,0.0,200,1,0,25.0
4,0.0,0,1,0,54.3
3,0.0,169,1,0,119.9
5,0.0,0,1,0,51.9
1,0.0,103,1,0,95.0
5,0.0,40,1,0,47.07
4,0.0,52,1,0,75.9
5,0.0,0,1,0,49.9
5,0.0,0,1,0,49.9
3,0.0,0,1,0,60.0
3,0.0,0,1,0,60.0
5,0.0,0,1,0,139.9
5,0.5,78,1,0,144.99
4,0.0,0,1,0,55.0
5,0.0,0,1,0,22.32
3,0.0,0,1,0,29.99
5,0.0,0,1,0,99.9
5,0.0,0,1,0,12.5
5,0.0,48,1,0,196.8
5,0.0,0,1,0,129.9
5,0.0,0,1,0,168.9
5,0.41666666666666663,161,1,0,18.0
5,0.41666666666666663,161,1,0,18.0
5,0.0,0,1,0,37.99
5,0.0,52,1,0,179.9
5,0.0,52,1,0,179.9
5,0.0,0,1,0,149.0
4,0.0,0,1,0,69.99
1,0.0,72,1,0,55.3
1,0.0,72,1,0,31.5
4,0.0,0,1,0,99.9
5,0.0,46,1,0,35.76
3,0.0,72,1,0,49.9
1,0.0,22,1,0,289.0
5,0.0,0,1,0,169.0
4,0.0,17,1,0,34.9
4,0.0,53,1,0,54.99
3,0.0,0,1,0,39.99
5,0.0,0,1,0,109.0
4,0.0,0,1,0,176.9
4,0.0,0,1,0,241.1
3,0.0,0,1,0,64.9
4,0.0,0,1,0,144.0
4,0.0,32,1,0,16.99
5,0.0,0,1,0,129.99
5,0.3333333333333333,47,1,0,19.0
5,0.0,133,1,0,49.9
5,0.0,0,1,0,249.99
5,0.0,0,1,0,93.0
3,0.0,191,1,0,124.9
5,0.0,10,1,0,62.5
5,0.0,0,1,0,199.9
4,0.0,65,1,0,13.3
5,0.0,0,1,0,198.0
3,0.0,0,1,0,6.0
3,0.0,0,1,0,249.99
3,0.0,64,1,0,138.9
3,0.0,64,1,0,138.9
5,0.0,0,1,0,109.9
3,0.0,0,1,0,29.1
3,0.0,3,1,0,57.89
5,0.0,0,1,0,39.6
5,0.0,63,1,0,6.9
5,0.0,20,1,0,27.99
5,0.0,38,1,0,98.9
2,0.0,0,1,0,139.9
4,0.0,0,1,0,99.9
4,0.0,0,1,0,59.0
2,0.0,33,1,0,99.95
2,0.0,82,1,0,89.99
2,0.0,82,1,0,89.99
4,0.0,0,1,0,59.99
3,0.0,0,1,0,34.99
5,0.0,0,1,0,19.45
5,0.0,0,1,0,19.45
5,0.0,0,1,0,79.9
5,0.0,0,1,0,249.9
3,0.0,0,1,0,9.99
5,0.0,0,1,0,199.9
5,0.0,0,1,0,158.26
1,0.0,58,1,0,65.0
4,0.0,0,1,0,72.95
4,0.0,0,1,0,72.95
4,0.0,0,1,0,78.9
5,0.0,0,1,0,139.99
5,0.0,43,1,0,52.0
4,0.0,0,1,0,9.0
2,0.0,0,1,0,120.0
5,0.0,20,1,0,46.99
1,0.0,52,1,0,129.9
5,0.0,9,1,0,36.94
5,0.0,0,1,0,72.9
1,0.0,51,1,0,76.25
1,0.0,51,1,0,76.25
5,0.3333333333333333,87,1,0,49.0
4,0.0,0,1,0,99.99
5,0.5,30,1,0,51.4
4,0.0,0,1,0,21.99
5,0.0,0,1,0,39.9
5,0.0,0,1,0,23.7
5,0.0,0,1,0,23.7
4,0.0,0,1,0,64.99
5,0.0,69,1,0,169.9
5,0.0,69,1,0,229.9
5,0.0,0,1,0,33.8
5,0.0,0,1,0,33.8
5,0.0,0,1,0,9.6
5,0.0,0,1,0,49.0
5,0.0,0,1,0,9.6
5,0.0,0,1,0,9.6
5,0.0,0,1,0,9.6
5,0.0,0,1,0,9.6
5,0.0,0,1,0,9.6
4,0.0,0,1,0,79.0
5,0.0,0,1,0,64.99
5,0.0,0,1,0,235.9
1,0.0,94,1,0,169.0
5,0.0,0,1,0,158.9
5,0.0,0,1,0,49.95
5,0.0,0,1,0,49.0
5,0.0,0,1,0,49.0
5,0.0,0,1,0,49.0
5,0.0,0,1,0,29.9
5,0.3333333333333333,62,1,0,189.0
5,0.0,31,1,0,20.49
5,0.0,47,1,0,29.9
5,0.0,47,1,0,29.9
5,0.0,0,1,0,109.9
5,0.0,77,1,0,59.9
5,0.0,0,1,0,39.9
1,0.0,89,1,0,39.9
4,0.5,19,1,0,44.9
1,0.0,177,1,0,55.5
1,0.0,177,1,0,55.0
3,0.0,170,1,0,13.65
4,0.0,199,1,0,188.99
5,0.0,55,1,0,31.9
5,0.0,0,1,0,369.99
4,0.0,91,1,0,99.9
5,0.0,0,1,0,110.0
5,0.0,0,1,0,38.5
5,0.0,0,1,0,147.9
1,0.0,26,1,0,59.9
5,0.0,56,1,0,26.9
4,0.0,0,1,0,130.0
5,0.0,7,1,0,42.0
5,0.0,0,1,0,199.0
4,0.0,0,1,0,149.9
5,0.0,41,1,0,38.4
5,0.0,41,1,0,38.4
4,0.0,0,1,0,80.0
4,0.0,0,1,0,119.9
5,0.0,0,1,0,199.0
4,0.0,3,1,0,152.0
5,0.0,0,1,0,20.59
5,0.0,29,1,0,24.99
1,0.0,78,1,0,60.0
4,0.0,0,1,0,136.0
5,0.0,9,1,0,34.9
3,0.0,151,1,0,99.99
2,0.0,0,1,0,32.9
4,0.0,0,1,0,79.9
5,0.0,58,1,0,99.0
5,0.0,0,1,0,18.9
5,0.0,0,1,0,18.9
5,0.0,0,1,0,65.0
5,0.0,0,1,0,109.9
5,0.0,61,1,0,79.0
5,0.0,0,1,0,109.0
5,0.0,26,1,0,59.9
5,0.0,26,1,0,59.9
5,0.0,0,1,0,20.9
5,0.0,32,1,0,39.9
1,0.0,78,1,0,269.99
5,0.0,0,1,0,99.0
5,0.0,38,1,0,64.9
5,0.3333333333333333,47,1,0,42.0
5,0.0,13,1,0,146.99
5,0.0,11,1,0,163.99
5,0.0,11,1,0,163.99
5,0.0,0,1,0,14.7
5,0.0,26,1,0,139.8
5,0.0,0,1,0,49.9
5,0.0,0,1,0,55.49
5,0.0,0,1,0,149.9
4,0.0,0,1,0,99.99
5,0.0,199,1,0,59.9
5,0.0,48,1,0,26.19
4,0.0,85,1,0,29.99
5,0.0,0,1,0,89.99
4,0.0,0,1,0,49.0
4,0.0,0,1,0,49.0
5,0.0,26,1,0,50.99
5,0.0,0,1,0,14.49
5,0.0,81,1,0,49.0
5,0.0,0,1,0,104.9
5,0.0,0,1,0,104.9
4,0.0,0,1,0,13.98
4,0.0,0,1,0,29.8
3,0.0,0,1,0,49.89
5,0.0,0,1,0,115.0
5,0.0,0,1,0,199.9
5,0.0,15,1,0,31.9
5,0.0,0,1,0,527.9
4,0.0,44,1,0,29.99
3,0.0,0,1,0,439.9
4,0.0,0,1,0,146.94
3,0.0,0,1,0,59.9
1,0.0,0,1,0,59.9
1,0.0,0,1,0,149.9
5,0.0,0,1,0,159.0
1,0.0,164,1,0,149.0
3,0.0,0,1,0,69.99
4,0.0,0,1,0,14.9
3,0.0,0,1,0,89.99
5,0.0,0,1,0,120.0
4,0.0,41,1,0,130.0
1,0.0,25,1,0,59.9
5,0.0,29,1,0,29.99
5,0.0,0,1,0,45.0
2,0.0,3,1,0,119.0
4,0.0,0,1,0,49.0
5,0.0,0,1,0,124.99
5,0.0,72,1,0,151.2
1,0.0,200,1,0,79.9
5,0.0,0,1,0,642.3
5,0.0,0,1,0,29.99
5,0.0,0,1,0,229.69
1,0.0,0,1,0,173.0
5,0.0,0,1,0,129.99
5,0.0,43,1,0,74.99
5,0.0,0,1,0,59.9
4,0.0,0,1,0,23.9
5,0.0,0,1,0,124.9
5,0.0,177,1,0,12.9
4,0.0,0,1,0,195.0
5,0.0,0,1,0,37.99
1,0.0,0,1,0,59.8
1,0.0,0,1,0,59.8
1,0.0,0,1,0,59.8
2,0.0,145,1,0,24.99
2,0.0,145,1,0,25.99
4,0.0,0,1,0,125.0
2,0.0,0,1,0,69.9
5,0.0,0,1,0,169.0
5,0.0,0,1,0,84.99
5,0.0,0,1,0,15.99
5,0.0,23,1,0,49.9
5,0.0,0,1,0,65.0
1,0.0,25,1,0,85.0
4,0.0,0,1,0,199.99
5,0.0,0,1,0,79.0
5,0.0,0,1,0,95.0
5,0.0,22,1,0,230.0
4,0.0,0,1,0,39.91
5,0.0,74,1,0,89.99
3,0.0,0,1,0,119.99
4,0.0,0,1,0,49.9
5,0.0,0,1,0,265.0
5,0.0,0,1,0,127.0
1,0.0,199,1,0,70.97
1,0.0,199,1,0,70.97
5,0.0,55,1,0,89.9
5,0.0,0,1,0,15.99
4,0.0,81,1,0,89.0
4,0.0,42,1,0,97.9
5,0.0,103,1,0,329.0
5,0.0,0,1,0,129.0
4,0.0,0,1,0,29.49
3,0.0,0,1,0,269.9
5,0.0,0,1,0,29.9
5,0.0,0,1,0,59.9
5,0.0,0,1,0,58.55
1,0.0,0,1,0,269.0
5,0.0,0,1,0,119.9
1,0.0,0,1,0,6.99
5,0.0,161,1,0,159.9
1,0.0,44,1,0,79.9
5,0.0,46,1,0,180.0
5,0.0,0,1,0,59.9
4,0.0,0,1,0,79.08
4,0.0,0,1,0,40.0
4,0.0,0,1,0,398.0
1,0.0,56,1,0,45.0
1,0.0,0,1,0,8.9
1,0.3333333333333333,125,1,0,62.0
5,0.0,41,1,0,17.99
5,0.0,0,1,0,149.0
5,0.0,31,1,0,15.9
5,0.0,31,1,0,15.9
